cluster_id,analysis_order,reference,treatment,correctness,execution_class
adb09908230cd149dd87bf3863009c1b,181,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
adb09908230cd149dd87bf3863009c1b,181,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
27eb43d72c3b19abf9005d3e797f4ba6,57,BASE,T0_OFF,true,primary
27eb43d72c3b19abf9005d3e797f4ba6,57,BASE,T1_SILENT_CHECK,true,primary
27eb43d72c3b19abf9005d3e797f4ba6,57,MASK_SENTINEL,T0_OFF,true,primary
27eb43d72c3b19abf9005d3e797f4ba6,57,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
27eb43d72c3b19abf9005d3e797f4ba6,57,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
27eb43d72c3b19abf9005d3e797f4ba6,57,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
75f876b1dfd26e9f5025369b0e8fafdb,135,BASE,T0_OFF,true,primary
75f876b1dfd26e9f5025369b0e8fafdb,135,BASE,T1_SILENT_CHECK,true,primary
75f876b1dfd26e9f5025369b0e8fafdb,135,MASK_SENTINEL,T0_OFF,true,primary
75f876b1dfd26e9f5025369b0e8fafdb,135,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
75f876b1dfd26e9f5025369b0e8fafdb,135,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
75f876b1dfd26e9f5025369b0e8fafdb,135,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
1907676b889015461093bad12f5ccd2f,31,BASE,T0_OFF,false,primary
1907676b889015461093bad12f5ccd2f,31,BASE,T1_SILENT_CHECK,false,primary
1907676b889015461093bad12f5ccd2f,31,MASK_SENTINEL,T0_OFF,false,primary
1907676b889015461093bad12f5ccd2f,31,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
1907676b889015461093bad12f5ccd2f,31,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
1907676b889015461093bad12f5ccd2f,31,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
ca3f507d8fdd46645ae01e7e1f86e5ff,223,BASE,T0_OFF,true,primary
ca3f507d8fdd46645ae01e7e1f86e5ff,223,BASE,T1_SILENT_CHECK,true,primary
ca3f507d8fdd46645ae01e7e1f86e5ff,223,MASK_SENTINEL,T0_OFF,true,primary
ca3f507d8fdd46645ae01e7e1f86e5ff,223,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
ca3f507d8fdd46645ae01e7e1f86e5ff,223,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
ca3f507d8fdd46645ae01e7e1f86e5ff,223,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
27806bf527904947a93170d156aa0eb8,16,BASE,T0_OFF,true,primary
27806bf527904947a93170d156aa0eb8,16,BASE,T1_SILENT_CHECK,false,primary
27806bf527904947a93170d156aa0eb8,16,MASK_SENTINEL,T0_OFF,true,primary
27806bf527904947a93170d156aa0eb8,16,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
27806bf527904947a93170d156aa0eb8,16,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
27806bf527904947a93170d156aa0eb8,16,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
03ca80a22406021aab1ddc56fe5f4552,13,BASE,T0_OFF,true,primary
03ca80a22406021aab1ddc56fe5f4552,13,BASE,T1_SILENT_CHECK,true,primary
03ca80a22406021aab1ddc56fe5f4552,13,MASK_SENTINEL,T0_OFF,true,primary
03ca80a22406021aab1ddc56fe5f4552,13,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
03ca80a22406021aab1ddc56fe5f4552,13,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
03ca80a22406021aab1ddc56fe5f4552,13,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
eebbf59daa833376a45f59baaa46a718,138,BASE,T0_OFF,false,primary
eebbf59daa833376a45f59baaa46a718,138,BASE,T1_SILENT_CHECK,false,primary
eebbf59daa833376a45f59baaa46a718,138,MASK_SENTINEL,T0_OFF,true,primary
eebbf59daa833376a45f59baaa46a718,138,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
eebbf59daa833376a45f59baaa46a718,138,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
eebbf59daa833376a45f59baaa46a718,138,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
b39d1849fca6c77f939daf8d3251e822,202,BASE,T0_OFF,false,primary
b39d1849fca6c77f939daf8d3251e822,202,BASE,T1_SILENT_CHECK,false,primary
b39d1849fca6c77f939daf8d3251e822,202,MASK_SENTINEL,T0_OFF,false,primary
b39d1849fca6c77f939daf8d3251e822,202,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
b39d1849fca6c77f939daf8d3251e822,202,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
b39d1849fca6c77f939daf8d3251e822,202,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
a1c5d84048c489f5542748be57b1ab1e,168,BASE,T0_OFF,false,primary
a1c5d84048c489f5542748be57b1ab1e,168,BASE,T1_SILENT_CHECK,false,primary
a1c5d84048c489f5542748be57b1ab1e,168,MASK_SENTINEL,T0_OFF,false,primary
a1c5d84048c489f5542748be57b1ab1e,168,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
a1c5d84048c489f5542748be57b1ab1e,168,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
a1c5d84048c489f5542748be57b1ab1e,168,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
36721ac0ad2cd967998fedd2168308a3,63,BASE,T0_OFF,true,primary
36721ac0ad2cd967998fedd2168308a3,63,BASE,T1_SILENT_CHECK,true,primary
36721ac0ad2cd967998fedd2168308a3,63,MASK_SENTINEL,T0_OFF,true,primary
36721ac0ad2cd967998fedd2168308a3,63,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
36721ac0ad2cd967998fedd2168308a3,63,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
36721ac0ad2cd967998fedd2168308a3,63,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
98e35a9a7563649544d636d07f14266d,177,BASE,T0_OFF,true,primary
98e35a9a7563649544d636d07f14266d,177,BASE,T1_SILENT_CHECK,true,primary
98e35a9a7563649544d636d07f14266d,177,MASK_SENTINEL,T0_OFF,true,primary
98e35a9a7563649544d636d07f14266d,177,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
98e35a9a7563649544d636d07f14266d,177,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
98e35a9a7563649544d636d07f14266d,177,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
d95ca9abf51a5639cf25b5ef5e7837a8,235,BASE,T0_OFF,true,primary
d95ca9abf51a5639cf25b5ef5e7837a8,235,BASE,T1_SILENT_CHECK,true,primary
d95ca9abf51a5639cf25b5ef5e7837a8,235,MASK_SENTINEL,T0_OFF,true,primary
d95ca9abf51a5639cf25b5ef5e7837a8,235,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
d95ca9abf51a5639cf25b5ef5e7837a8,235,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
d95ca9abf51a5639cf25b5ef5e7837a8,235,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
62abe431b72bff911481c1abe545491b,88,BASE,T0_OFF,false,primary
62abe431b72bff911481c1abe545491b,88,BASE,T1_SILENT_CHECK,false,primary
62abe431b72bff911481c1abe545491b,88,MASK_SENTINEL,T0_OFF,false,primary
62abe431b72bff911481c1abe545491b,88,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
62abe431b72bff911481c1abe545491b,88,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
62abe431b72bff911481c1abe545491b,88,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
62abe431b72bff911481c1abe545491b,88,BASE,T0_OFF,false,integrity_duplicate
62abe431b72bff911481c1abe545491b,88,BASE,T1_SILENT_CHECK,false,integrity_duplicate
62abe431b72bff911481c1abe545491b,88,MASK_SENTINEL,T0_OFF,false,integrity_duplicate
62abe431b72bff911481c1abe545491b,88,MASK_SENTINEL,T1_SILENT_CHECK,false,integrity_duplicate
62abe431b72bff911481c1abe545491b,88,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,integrity_duplicate
62abe431b72bff911481c1abe545491b,88,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,integrity_duplicate
28d8764670ea3b05074d4c86e15a0e63,48,BASE,T0_OFF,false,primary
28d8764670ea3b05074d4c86e15a0e63,48,BASE,T1_SILENT_CHECK,false,primary
28d8764670ea3b05074d4c86e15a0e63,48,MASK_SENTINEL,T0_OFF,false,primary
28d8764670ea3b05074d4c86e15a0e63,48,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
28d8764670ea3b05074d4c86e15a0e63,48,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
28d8764670ea3b05074d4c86e15a0e63,48,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
411e5ca7a07283d8b15fcfd78318fc4c,65,BASE,T0_OFF,false,primary
411e5ca7a07283d8b15fcfd78318fc4c,65,BASE,T1_SILENT_CHECK,false,primary
411e5ca7a07283d8b15fcfd78318fc4c,65,MASK_SENTINEL,T0_OFF,false,primary
411e5ca7a07283d8b15fcfd78318fc4c,65,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
411e5ca7a07283d8b15fcfd78318fc4c,65,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
411e5ca7a07283d8b15fcfd78318fc4c,65,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
ead32b71d915ae971382732ed505799b,283,BASE,T0_OFF,false,primary
ead32b71d915ae971382732ed505799b,283,BASE,T1_SILENT_CHECK,false,primary
ead32b71d915ae971382732ed505799b,283,MASK_SENTINEL,T0_OFF,false,primary
ead32b71d915ae971382732ed505799b,283,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
ead32b71d915ae971382732ed505799b,283,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
ead32b71d915ae971382732ed505799b,283,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
ac50421ef9d8e0bf1086ffa36bc78904,292,BASE,T0_OFF,false,primary
ac50421ef9d8e0bf1086ffa36bc78904,292,BASE,T1_SILENT_CHECK,false,primary
ac50421ef9d8e0bf1086ffa36bc78904,292,MASK_SENTINEL,T0_OFF,false,primary
ac50421ef9d8e0bf1086ffa36bc78904,292,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
ac50421ef9d8e0bf1086ffa36bc78904,292,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
ac50421ef9d8e0bf1086ffa36bc78904,292,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
ac50421ef9d8e0bf1086ffa36bc78904,292,BASE,T0_OFF,false,integrity_duplicate
ac50421ef9d8e0bf1086ffa36bc78904,292,BASE,T1_SILENT_CHECK,false,integrity_duplicate
ac50421ef9d8e0bf1086ffa36bc78904,292,MASK_SENTINEL,T0_OFF,false,integrity_duplicate
ac50421ef9d8e0bf1086ffa36bc78904,292,MASK_SENTINEL,T1_SILENT_CHECK,false,integrity_duplicate
ac50421ef9d8e0bf1086ffa36bc78904,292,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,integrity_duplicate
ac50421ef9d8e0bf1086ffa36bc78904,292,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,integrity_duplicate
9beb7e2390ebcc468962e6b5dfb7aedc,164,BASE,T0_OFF,false,primary
9beb7e2390ebcc468962e6b5dfb7aedc,164,BASE,T1_SILENT_CHECK,false,primary
9beb7e2390ebcc468962e6b5dfb7aedc,164,MASK_SENTINEL,T0_OFF,false,primary
9beb7e2390ebcc468962e6b5dfb7aedc,164,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
9beb7e2390ebcc468962e6b5dfb7aedc,164,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
9beb7e2390ebcc468962e6b5dfb7aedc,164,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
e3405263fd35f40aac6e486ecbaf893a,274,BASE,T0_OFF,false,primary
e3405263fd35f40aac6e486ecbaf893a,274,BASE,T1_SILENT_CHECK,false,primary
e3405263fd35f40aac6e486ecbaf893a,274,MASK_SENTINEL,T0_OFF,false,primary
e3405263fd35f40aac6e486ecbaf893a,274,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
e3405263fd35f40aac6e486ecbaf893a,274,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
e3405263fd35f40aac6e486ecbaf893a,274,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
25fade0ccb504126030371b70dfcbcf8,49,BASE,T0_OFF,true,primary
25fade0ccb504126030371b70dfcbcf8,49,BASE,T1_SILENT_CHECK,true,primary
25fade0ccb504126030371b70dfcbcf8,49,MASK_SENTINEL,T0_OFF,true,primary
25fade0ccb504126030371b70dfcbcf8,49,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
25fade0ccb504126030371b70dfcbcf8,49,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
25fade0ccb504126030371b70dfcbcf8,49,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
ee09df64617b41e1a6caa31a2e5cdd1d,284,BASE,T0_OFF,false,primary
ee09df64617b41e1a6caa31a2e5cdd1d,284,BASE,T1_SILENT_CHECK,false,primary
ee09df64617b41e1a6caa31a2e5cdd1d,284,MASK_SENTINEL,T0_OFF,false,primary
ee09df64617b41e1a6caa31a2e5cdd1d,284,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
ee09df64617b41e1a6caa31a2e5cdd1d,284,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
ee09df64617b41e1a6caa31a2e5cdd1d,284,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
ee09df64617b41e1a6caa31a2e5cdd1d,284,BASE,T0_OFF,false,integrity_duplicate
ee09df64617b41e1a6caa31a2e5cdd1d,284,BASE,T1_SILENT_CHECK,false,integrity_duplicate
ee09df64617b41e1a6caa31a2e5cdd1d,284,MASK_SENTINEL,T0_OFF,false,integrity_duplicate
ee09df64617b41e1a6caa31a2e5cdd1d,284,MASK_SENTINEL,T1_SILENT_CHECK,false,integrity_duplicate
ee09df64617b41e1a6caa31a2e5cdd1d,284,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,integrity_duplicate
ee09df64617b41e1a6caa31a2e5cdd1d,284,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,integrity_duplicate
500cf441875e545e638ce378c4c66a0e,19,BASE,T0_OFF,false,primary
500cf441875e545e638ce378c4c66a0e,19,BASE,T1_SILENT_CHECK,false,primary
500cf441875e545e638ce378c4c66a0e,19,MASK_SENTINEL,T0_OFF,true,primary
500cf441875e545e638ce378c4c66a0e,19,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
500cf441875e545e638ce378c4c66a0e,19,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
500cf441875e545e638ce378c4c66a0e,19,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
b11401d6a2f959bfce5b390bb516499c,192,BASE,T0_OFF,false,primary
b11401d6a2f959bfce5b390bb516499c,192,BASE,T1_SILENT_CHECK,false,primary
b11401d6a2f959bfce5b390bb516499c,192,MASK_SENTINEL,T0_OFF,false,primary
b11401d6a2f959bfce5b390bb516499c,192,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
b11401d6a2f959bfce5b390bb516499c,192,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
b11401d6a2f959bfce5b390bb516499c,192,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
69e4f93b9225cd710546b381e07ad057,127,BASE,T0_OFF,true,primary
69e4f93b9225cd710546b381e07ad057,127,BASE,T1_SILENT_CHECK,true,primary
69e4f93b9225cd710546b381e07ad057,127,MASK_SENTINEL,T0_OFF,true,primary
69e4f93b9225cd710546b381e07ad057,127,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
69e4f93b9225cd710546b381e07ad057,127,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
69e4f93b9225cd710546b381e07ad057,127,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
7aabd10bdc34d56db3edce42a4be98b0,143,BASE,T0_OFF,false,primary
7aabd10bdc34d56db3edce42a4be98b0,143,BASE,T1_SILENT_CHECK,false,primary
7aabd10bdc34d56db3edce42a4be98b0,143,MASK_SENTINEL,T0_OFF,false,primary
7aabd10bdc34d56db3edce42a4be98b0,143,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
7aabd10bdc34d56db3edce42a4be98b0,143,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
7aabd10bdc34d56db3edce42a4be98b0,143,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
7aabd10bdc34d56db3edce42a4be98b0,143,BASE,T0_OFF,false,integrity_duplicate
7aabd10bdc34d56db3edce42a4be98b0,143,BASE,T1_SILENT_CHECK,false,integrity_duplicate
7aabd10bdc34d56db3edce42a4be98b0,143,MASK_SENTINEL,T0_OFF,false,integrity_duplicate
7aabd10bdc34d56db3edce42a4be98b0,143,MASK_SENTINEL,T1_SILENT_CHECK,false,integrity_duplicate
7aabd10bdc34d56db3edce42a4be98b0,143,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,integrity_duplicate
7aabd10bdc34d56db3edce42a4be98b0,143,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,integrity_duplicate
4798c610e9e343f4463203656b02600a,84,BASE,T0_OFF,true,primary
4798c610e9e343f4463203656b02600a,84,BASE,T1_SILENT_CHECK,true,primary
4798c610e9e343f4463203656b02600a,84,MASK_SENTINEL,T0_OFF,true,primary
4798c610e9e343f4463203656b02600a,84,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
4798c610e9e343f4463203656b02600a,84,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
4798c610e9e343f4463203656b02600a,84,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
450520f793d3bc0a30ad3b6e1004c22b,70,BASE,T0_OFF,false,primary
450520f793d3bc0a30ad3b6e1004c22b,70,BASE,T1_SILENT_CHECK,false,primary
450520f793d3bc0a30ad3b6e1004c22b,70,MASK_SENTINEL,T0_OFF,false,primary
450520f793d3bc0a30ad3b6e1004c22b,70,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
450520f793d3bc0a30ad3b6e1004c22b,70,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
450520f793d3bc0a30ad3b6e1004c22b,70,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
450520f793d3bc0a30ad3b6e1004c22b,70,BASE,T0_OFF,false,integrity_duplicate
450520f793d3bc0a30ad3b6e1004c22b,70,BASE,T1_SILENT_CHECK,false,integrity_duplicate
450520f793d3bc0a30ad3b6e1004c22b,70,MASK_SENTINEL,T0_OFF,false,integrity_duplicate
450520f793d3bc0a30ad3b6e1004c22b,70,MASK_SENTINEL,T1_SILENT_CHECK,false,integrity_duplicate
450520f793d3bc0a30ad3b6e1004c22b,70,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,integrity_duplicate
450520f793d3bc0a30ad3b6e1004c22b,70,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,integrity_duplicate
cc69159bab1827b0cf2252c373d80ef8,295,BASE,T0_OFF,true,primary
cc69159bab1827b0cf2252c373d80ef8,295,BASE,T1_SILENT_CHECK,false,primary
cc69159bab1827b0cf2252c373d80ef8,295,MASK_SENTINEL,T0_OFF,false,primary
cc69159bab1827b0cf2252c373d80ef8,295,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
cc69159bab1827b0cf2252c373d80ef8,295,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,primary
cc69159bab1827b0cf2252c373d80ef8,295,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
cc69159bab1827b0cf2252c373d80ef8,295,BASE,T0_OFF,true,integrity_duplicate
cc69159bab1827b0cf2252c373d80ef8,295,BASE,T1_SILENT_CHECK,false,integrity_duplicate
cc69159bab1827b0cf2252c373d80ef8,295,MASK_SENTINEL,T0_OFF,false,integrity_duplicate
cc69159bab1827b0cf2252c373d80ef8,295,MASK_SENTINEL,T1_SILENT_CHECK,false,integrity_duplicate
cc69159bab1827b0cf2252c373d80ef8,295,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,false,integrity_duplicate
cc69159bab1827b0cf2252c373d80ef8,295,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,integrity_duplicate
ba0f5c0e3b2d15561d2b81ffa62f5491,257,BASE,T0_OFF,true,primary
ba0f5c0e3b2d15561d2b81ffa62f5491,257,BASE,T1_SILENT_CHECK,false,primary
ba0f5c0e3b2d15561d2b81ffa62f5491,257,MASK_SENTINEL,T0_OFF,true,primary
ba0f5c0e3b2d15561d2b81ffa62f5491,257,MASK_SENTINEL,T1_SILENT_CHECK,true,primary
ba0f5c0e3b2d15561d2b81ffa62f5491,257,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
ba0f5c0e3b2d15561d2b81ffa62f5491,257,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,true,primary
90e0186ac89188bb62b9c4859dd7e706,136,BASE,T0_OFF,true,primary
90e0186ac89188bb62b9c4859dd7e706,136,BASE,T1_SILENT_CHECK,false,primary
90e0186ac89188bb62b9c4859dd7e706,136,MASK_SENTINEL,T0_OFF,true,primary
90e0186ac89188bb62b9c4859dd7e706,136,MASK_SENTINEL,T1_SILENT_CHECK,false,primary
90e0186ac89188bb62b9c4859dd7e706,136,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,primary
90e0186ac89188bb62b9c4859dd7e706,136,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,primary
90e0186ac89188bb62b9c4859dd7e706,136,BASE,T0_OFF,true,integrity_duplicate
90e0186ac89188bb62b9c4859dd7e706,136,BASE,T1_SILENT_CHECK,false,integrity_duplicate
90e0186ac89188bb62b9c4859dd7e706,136,MASK_SENTINEL,T0_OFF,true,integrity_duplicate
90e0186ac89188bb62b9c4859dd7e706,136,MASK_SENTINEL,T1_SILENT_CHECK,false,integrity_duplicate
90e0186ac89188bb62b9c4859dd7e706,136,METADATA_TOKEN_MATCHED_TO_MASK,T0_OFF,true,integrity_duplicate
90e0186ac89188bb62b9c4859dd7e706,136,METADATA_TOKEN_MATCHED_TO_MASK,T1_SILENT_CHECK,false,integrity_duplicate
